Source;Target
Pleuragramma antarcticum;Callionymus maculatus
Roundworm;Callionymus maculatus
Schistomysis spiritus;Callionymus maculatus
Theragra chalcogramma;Callionymus maculatus
Thysanoessa inermis;Callionymus maculatus
Thysanoessa macrura;Callionymus maculatus
Thysanoessa raschii;Callionymus maculatus
Thysanoessa spinefera;Callionymus maculatus
Acanthocepola sp.;Callionymus maculatus
Benthosema glaciale;Callionymus maculatus
Carangoides sp.;Callionymus maculatus
Ceratoscopelus maderensis;Callionymus maculatus
Cynoglossus sp.;Callionymus maculatus
Diaphus garmani;Callionymus maculatus
Hemilepidotus spinosus;Callionymus maculatus
Hygophum benoiti;Callionymus maculatus
Lampanyctus crocodilus;Callionymus maculatus
Lumpenella longirostris;Callionymus maculatus
Lumpenus sagitta;Callionymus maculatus
Merluccius productus;Callionymus maculatus
Myctophum asperum;Callionymus maculatus
Myctophum punctatum;Callionymus maculatus
Notolepis rissoi;Callionymus maculatus
Rhamphocottus richardsoni;Callionymus maculatus
Scorpaenodes sp.;Callionymus maculatus
Sebastes sp.;Callionymus maculatus
Amphipod;Calliopius sp.
brachyura larvae;Calliopius sp.
Calanoid copepodite;Calliopius sp.
Calanoides acutus;Calliopius sp.
Calanus pacificus;Calliopius sp.
Calanus propinquus;Calliopius sp.
Calanus sp.;Calliopius sp.
cladocera;Calliopius sp.
Cladocera;Calliopius sp.
copepod;Calliopius sp.
crab megalope;Calliopius sp.
Cyclopoid copepodite;Calliopius sp.
Decapod zoea;Calliopius sp.
Eucalanus sp.;Calliopius sp.
Euchaeta sp.;Calliopius sp.
Euphausid calyptopis;Calliopius sp.
Heterorhabdus sp.;Calliopius sp.
isopod;Calliopius sp.
Metridia gerlacei;Calliopius sp.
Metridia sp.;Calliopius sp.
Oikopleura;Calliopius sp.
Ostracod;Calliopius sp.
Polychaete;Calliopius sp.
Rhincalanus gigas;Calliopius sp.
Unidentified;Calliopius sp.
Unidentified crustacean;Calliopius sp.
unidentified invert larva;Calliopius sp.
Calliopius sp.;Capros aper
Clupea pallasii;Capros aper
Copepod copepodite;Capros aper
Copepod egg;Capros aper
copepod nauplius;Capros aper
E.superba furcilia;Capros aper
Eucalanus bungii;Capros aper
Euphausa superba;Capros aper
Lumpenus sagitta;Capros aper
Notothenia neglecta;Capros aper
Nototheniops larseni;Capros aper
Pleuragramma antarcticum;Capros aper
Roundworm;Capros aper
Schistomysis spiritus;Capros aper
Theragra chalcogramma;Capros aper
Thysanoessa inermis;Capros aper
Thysanoessa macrura;Capros aper
Thysanoessa raschii;Capros aper
Thysanoessa spinefera;Capros aper
Acanthocepola sp.;Capros aper
Benthosema glaciale;Capros aper
Carangoides sp.;Capros aper
Ceratoscopelus maderensis;Capros aper
Cynoglossus sp.;Capros aper
Diaphus garmani;Capros aper
Hemilepidotus spinosus;Capros aper
Hygophum benoiti;Capros aper
Lampanyctus crocodilus;Capros aper
Lumpenella longirostris;Capros aper
Merluccius productus;Capros aper
Myctophum asperum;Capros aper
Myctophum punctatum;Capros aper
Notolepis rissoi;Capros aper
Scorpaenodes sp.;Capros aper
Sebastes sp.;Capros aper
Radiolaria;Centropages typicus - copepodite
Agonus cataphractus;Cepola macrophthalma
amphipod;Cepola macrophthalma
Arctozenus risso;Cepola macrophthalma
Benthosema glaciale;Cepola macrophthalma
Bivalve;Cepola macrophthalma
Callionymus maculatus;Cepola macrophthalma
Calliopius sp.;Cepola macrophthalma
Capros aper;Cepola macrophthalma
Chaetognatha;Cepola macrophthalma
Copepod copepodite;Cepola macrophthalma
copepod nauplius;Cepola macrophthalma
crustacean larva;Cepola macrophthalma
E.superba furcilia;Cepola macrophthalma
Euphausa superba;Cepola macrophthalma
euphausia;Cepola macrophthalma
Euphausid furcilia;Cepola macrophthalma
fish larvae;Cepola macrophthalma
Gadiculus argenteus;Cepola macrophthalma
gastropod;Cepola macrophthalma
Glyptocephalus cynoglossus;Cepola macrophthalma
Goby;Cepola macrophthalma
Gonostomatidae sp.;Cepola macrophthalma
Hyperidae;Cepola macrophthalma
Insects;Cepola macrophthalma
Lepidotrigla cavillone;Cepola macrophthalma
Loligo pealei or Illex illecebrosus;Cepola macrophthalma
Maurolicus muelleri;Cepola macrophthalma
Meganyctiphanes norvegica;Cepola macrophthalma
Myctophid;Cepola macrophthalma
Mysidacea;Cepola macrophthalma
Notothenia gibberifrons;Cepola macrophthalma
Notothenia neglecta;Cepola macrophthalma
Nototheniops larseni;Cepola macrophthalma
Ophidion elongatus;Cepola macrophthalma
Paralepididae sp;Cepola macrophthalma
Parathemisto gaudichaudi;Cepola macrophthalma
Pleuragramma antarcticum;Cepola macrophthalma
Rockling;Cepola macrophthalma
Sepiolidae;Cepola macrophthalma
silversides, anchovies and 'other fish prey';Cepola macrophthalma
Themisto pacifica;Cepola macrophthalma
Thysanoessa macrura;Cepola macrophthalma
Thysanoessa raschii;Cepola macrophthalma
Ammodytes hexapterus;Cepola macrophthalma
Anarhichas lupus;Cepola macrophthalma
Anarhichas minor;Cepola macrophthalma
Chionodraco rastrospinosus;Cepola macrophthalma
Dicentrarchus labrax;Cepola macrophthalma
Gasterosteus aculeatus;Cepola macrophthalma
Gilbertidia sigalutes;Cepola macrophthalma
Hemilepidotus hemilepidotus;Cepola macrophthalma
Hemilepidotus spinosus;Cepola macrophthalma
Hexagrammos decagrammus;Cepola macrophthalma
Lumpenella longirostris;Cepola macrophthalma
Lumpenus sagitta;Cepola macrophthalma
Merluccius productus;Cepola macrophthalma
Myctophum asperum;Cepola macrophthalma
Myctophum punctatum;Cepola macrophthalma
Nototheniops larseni;Cepola macrophthalma
Oncorhynchus gorbuscha;Cepola macrophthalma
Ophiodon elongatus;Cepola macrophthalma
Pleuragramma antarcticum;Cepola macrophthalma
Psychrolutes paradoxus;Cepola macrophthalma
Rhamphocottus richardsoni;Cepola macrophthalma
Sebastes sp.;Cepola macrophthalma
Theragra chalcogramma;Cepola macrophthalma
amphipod;Ceratoscopelus maderensis
Bivalve;Ceratoscopelus maderensis
Calliopius sp.;Ceratoscopelus maderensis
Clupea pallasii;Ceratoscopelus maderensis
Copepod copepodite;Ceratoscopelus maderensis
Copepod egg;Ceratoscopelus maderensis
copepod nauplius;Ceratoscopelus maderensis
E.superba furcilia;Ceratoscopelus maderensis
Eucalanus bungii;Ceratoscopelus maderensis
Euphausa superba;Ceratoscopelus maderensis
euphausia;Ceratoscopelus maderensis
gastropod;Ceratoscopelus maderensis
Hyperidae;Ceratoscopelus maderensis
Lumpenus sagitta;Ceratoscopelus maderensis
Notothenia neglecta;Ceratoscopelus maderensis
Nototheniops larseni;Ceratoscopelus maderensis
Ophidion elongatus;Ceratoscopelus maderensis
Pleuragramma antarcticum;Ceratoscopelus maderensis
Roundworm;Ceratoscopelus maderensis
Schistomysis spiritus;Ceratoscopelus maderensis
Theragra chalcogramma;Ceratoscopelus maderensis
Thysanoessa inermis;Ceratoscopelus maderensis
Thysanoessa macrura;Ceratoscopelus maderensis
Thysanoessa raschii;Ceratoscopelus maderensis
Thysanoessa spinefera;Ceratoscopelus maderensis
Acanthocepola sp.;Ceratoscopelus maderensis
Ammodytes hexapterus;Ceratoscopelus maderensis
Benthosema glaciale;Ceratoscopelus maderensis
Carangoides sp.;Ceratoscopelus maderensis
Ceratoscopelus maderensis;Ceratoscopelus maderensis
Cynoglossus sp.;Ceratoscopelus maderensis
Diaphus garmani;Ceratoscopelus maderensis
Hemilepidotus spinosus;Ceratoscopelus maderensis
Hygophum benoiti;Ceratoscopelus maderensis
Lampanyctus crocodilus;Ceratoscopelus maderensis
Lumpenella longirostris;Ceratoscopelus maderensis
Lumpenus sagitta;Ceratoscopelus maderensis
Merluccius productus;Ceratoscopelus maderensis
Myctophum asperum;Ceratoscopelus maderensis
Myctophum punctatum;Ceratoscopelus maderensis
Notolepis rissoi;Ceratoscopelus maderensis
Rhamphocottus richardsoni;Ceratoscopelus maderensis
Scorpaenodes sp.;Ceratoscopelus maderensis
Sebastes sp.;Ceratoscopelus maderensis
Calliopius sp.;Chaetognatha
Clupea pallasii;Chaetognatha
Copepod copepodite;Chaetognatha
Copepod egg;Chaetognatha
copepod nauplius;Chaetognatha
Eucalanus bungii;Chaetognatha
Lumpenus sagitta;Chaetognatha
Pleuragramma antarcticum;Chaetognatha
Rhincalanus gigas;Chaetognatha
Roundworm;Chaetognatha
Schistomysis spiritus;Chaetognatha
Theragra chalcogramma;Chaetognatha
Thysanoessa inermis;Chaetognatha
Thysanoessa spinefera;Chaetognatha
Acanthocepola sp.;Chaetognatha
Benthosema glaciale;Chaetognatha
Carangoides sp.;Chaetognatha
Ceratoscopelus maderensis;Chaetognatha
Cynoglossus sp.;Chaetognatha
Diaphus garmani;Chaetognatha
Hygophum benoiti;Chaetognatha
Lampanyctus crocodilus;Chaetognatha
Lumpenella longirostris;Chaetognatha
Merluccius productus;Chaetognatha
Myctophum asperum;Chaetognatha
Myctophum punctatum;Chaetognatha
Notolepis rissoi;Chaetognatha
Scorpaenodes sp.;Chaetognatha
Sebastes sp.;Chaetognatha
Agonus cataphractus;Chiroteuthis sp
amphipod;Chiroteuthis sp
Arctozenus risso;Chiroteuthis sp
Benthosema glaciale;Chiroteuthis sp
Bivalve;Chiroteuthis sp
Calliopius sp.;Chiroteuthis sp
Capros aper;Chiroteuthis sp
Chaetognatha;Chiroteuthis sp
Copepod copepodite;Chiroteuthis sp
copepod nauplius;Chiroteuthis sp
crustacean larva;Chiroteuthis sp
E.superba furcilia;Chiroteuthis sp
Euphausa superba;Chiroteuthis sp
euphausia;Chiroteuthis sp
Euphausid furcilia;Chiroteuthis sp
fish larvae;Chiroteuthis sp
gastropod;Chiroteuthis sp
Glyptocephalus cynoglossus;Chiroteuthis sp
Goby;Chiroteuthis sp
Gonostomatidae sp.;Chiroteuthis sp
Hyperidae;Chiroteuthis sp
Insects;Chiroteuthis sp
Lepidotrigla cavillone;Chiroteuthis sp
Loligo pealei or Illex illecebrosus;Chiroteuthis sp
Maurolicus muelleri;Chiroteuthis sp
Meganyctiphanes norvegica;Chiroteuthis sp
Mysidacea;Chiroteuthis sp
Notothenia gibberifrons;Chiroteuthis sp
Notothenia neglecta;Chiroteuthis sp
Nototheniops larseni;Chiroteuthis sp
Ophidion elongatus;Chiroteuthis sp
Paralepididae sp;Chiroteuthis sp
Parathemisto gaudichaudi;Chiroteuthis sp
Pleuragramma antarcticum;Chiroteuthis sp
silversides, anchovies and 'other fish prey';Chiroteuthis sp
Themisto pacifica;Chiroteuthis sp
Theragra chalcogramma;Chiroteuthis sp
Thysanoessa macrura;Chiroteuthis sp
Thysanoessa raschii;Chiroteuthis sp
Acanthocepola sp.;Chiroteuthis sp
Ammodytes hexapterus;Chiroteuthis sp
Anarhichas lupus;Chiroteuthis sp
Anarhichas minor;Chiroteuthis sp
Chionodraco rastrospinosus;Chiroteuthis sp
Dicentrarchus labrax;Chiroteuthis sp
Gilbertidia sigalutes;Chiroteuthis sp
Hemilepidotus hemilepidotus;Chiroteuthis sp
Hemilepidotus spinosus;Chiroteuthis sp
Hexagrammos decagrammus;Chiroteuthis sp
Hygophum benoiti;Chiroteuthis sp
Lumpenella longirostris;Chiroteuthis sp
Lumpenus sagitta;Chiroteuthis sp
Merluccius productus;Chiroteuthis sp
Myctophum asperum;Chiroteuthis sp
Myctophum punctatum;Chiroteuthis sp
Nototheniops larseni;Chiroteuthis sp
Oncorhynchus gorbuscha;Chiroteuthis sp
Ophiodon elongatus;Chiroteuthis sp
Pleuragramma antarcticum;Chiroteuthis sp
Psychrolutes paradoxus;Chiroteuthis sp
Rhamphocottus richardsoni;Chiroteuthis sp
Scorpaenodes sp.;Chiroteuthis sp
Sebastes sp.;Chiroteuthis sp
Theragra chalcogramma;Chiroteuthis sp
Centropages typicus - nauplius;cladocera
Clausocalanus sp.;cladocera
Copepod nauplius;cladocera
Copepoda juv.;cladocera
egg;cladocera
Limacina helicina;cladocera
Pteropod;cladocera
Radiolaria;cladocera
Radiolaria;Cladocera
Agonus cataphractus;Clupea harengus
amphipod;Clupea harengus
Arctozenus risso;Clupea harengus
Benthosema glaciale;Clupea harengus
Bivalve;Clupea harengus
Callionymus maculatus;Clupea harengus
Calliopius sp.;Clupea harengus
Capros aper;Clupea harengus
Chaetognatha;Clupea harengus
Copepod copepodite;Clupea harengus
copepod nauplius;Clupea harengus
crustacean larva;Clupea harengus
Deltentosteus quadrimaculatus;Clupea harengus
E.superba furcilia;Clupea harengus
Euphausa superba;Clupea harengus
euphausia;Clupea harengus
Euphausid furcilia;Clupea harengus
fish larvae;Clupea harengus
Gadiculus argenteus;Clupea harengus
Gadiculus sp.;Clupea harengus
gastropod;Clupea harengus
Glyptocephalus cynoglossus;Clupea harengus
Goby;Clupea harengus
Gonostomatidae sp.;Clupea harengus
Hyperidae;Clupea harengus
Insects;Clupea harengus
Lepidotrigla cavillone;Clupea harengus
Loligo pealei or Illex illecebrosus;Clupea harengus
Maurolicus muelleri;Clupea harengus
Meganyctiphanes norvegica;Clupea harengus
Myctophid;Clupea harengus
Mysidacea;Clupea harengus
Notothenia gibberifrons;Clupea harengus
Notothenia neglecta;Clupea harengus
Nototheniops larseni;Clupea harengus
Ophidion elongatus;Clupea harengus
Paralepididae sp;Clupea harengus
Parathemisto gaudichaudi;Clupea harengus
Pleuragramma antarcticum;Clupea harengus
Rockling;Clupea harengus
Sepiolidae;Clupea harengus
silversides, anchovies and 'other fish prey';Clupea harengus
Themisto pacifica;Clupea harengus
Thysanoessa macrura;Clupea harengus
Thysanoessa raschii;Clupea harengus
Ammodytes hexapterus;Clupea harengus
Anarhichas lupus;Clupea harengus
Anarhichas minor;Clupea harengus
Chionodraco rastrospinosus;Clupea harengus
Dicentrarchus labrax;Clupea harengus
Gasterosteus aculeatus;Clupea harengus
Gilbertidia sigalutes;Clupea harengus
Hemilepidotus hemilepidotus;Clupea harengus
Hemilepidotus spinosus;Clupea harengus
Hexagrammos decagrammus;Clupea harengus
Lumpenella longirostris;Clupea harengus
Lumpenus sagitta;Clupea harengus
Merluccius productus;Clupea harengus
Myctophum asperum;Clupea harengus
Myctophum punctatum;Clupea harengus
Nototheniops larseni;Clupea harengus
Oncorhynchus gorbuscha;Clupea harengus
Ophiodon elongatus;Clupea harengus
Pleuragramma antarcticum;Clupea harengus
Psychrolutes paradoxus;Clupea harengus
Rhamphocottus richardsoni;Clupea harengus
Sebastes sp.;Clupea harengus
Theragra chalcogramma;Clupea harengus
Amphipod;Clupea pallasii
Appendicularians;Clupea pallasii
Appendicularians house;Clupea pallasii
brachyura larvae;Clupea pallasii
bryozoa larvae;Clupea pallasii
Calanoid copepodite;Clupea pallasii
calanoid egg;Clupea pallasii
Centropages typicus - copepodite;Clupea pallasii
Centropages typicus - nauplius;Clupea pallasii
Cladocera;Clupea pallasii
Clausocalanus sp.;Clupea pallasii
Copepod nauplius;Clupea pallasii
Copepoda juv.;Clupea pallasii
Corycaeus sp.;Clupea pallasii
Ctenocalanus sp.;Clupea pallasii
E. superba eggs;Clupea pallasii
E. superba nauplius;Clupea pallasii
egg;Clupea pallasii
Euphausid calyptopis;Clupea pallasii
fish eggs;Clupea pallasii
Harpacticoid;Clupea pallasii
Heterorhabdus sp.;Clupea pallasii
Limacina helicina;Clupea pallasii
Medusa;Clupea pallasii
Microcalanus pygmaeus;Clupea pallasii
Nauplius;Clupea pallasii
Oithona sp.;Clupea pallasii
Oncaea sp.;Clupea pallasii
Polychaete;Clupea pallasii
Protozoa;Clupea pallasii
Stephus longipes;Clupea pallasii
Tintinnid;Clupea pallasii
Unidentified crustacean;Clupea pallasii
Unidentified crustacean egg;Clupea pallasii
unidentified invert larva;Clupea pallasii
amphipod;Clupeoid
Bivalve;Clupeoid
Calliopius sp.;Clupeoid
Clupea pallasii;Clupeoid
Copepod copepodite;Clupeoid
Copepod egg;Clupeoid
copepod nauplius;Clupeoid
E.superba furcilia;Clupeoid
Euphausa superba;Clupeoid
euphausia;Clupeoid
gastropod;Clupeoid
Hyperidae;Clupeoid
Insects;Clupeoid
Notothenia gibberifrons;Clupeoid
Notothenia neglecta;Clupeoid
Nototheniops larseni;Clupeoid
Ophidion elongatus;Clupeoid
Pleuragramma antarcticum;Clupeoid
Roundworm;Clupeoid
Schistomysis spiritus;Clupeoid
Theragra chalcogramma;Clupeoid
Thysanoessa inermis;Clupeoid
Thysanoessa macrura;Clupeoid
Thysanoessa raschii;Clupeoid
Thysanoessa spinefera;Clupeoid
Acanthocepola sp.;Clupeoid
Ammodytes hexapterus;Clupeoid
Anarhichas lupus;Clupeoid
Benthosema glaciale;Clupeoid
Carangoides sp.;Clupeoid
Ceratoscopelus maderensis;Clupeoid
Chionodraco rastrospinosus;Clupeoid
Cynoglossus sp.;Clupeoid
Diaphus garmani;Clupeoid
Hemilepidotus spinosus;Clupeoid
Hygophum benoiti;Clupeoid
Lampanyctus crocodilus;Clupeoid
Lumpenella longirostris;Clupeoid
Lumpenus sagitta;Clupeoid
Merluccius productus;Clupeoid
Myctophum asperum;Clupeoid
Myctophum punctatum;Clupeoid
Notolepis rissoi;Clupeoid
Psychrolutes paradoxus;Clupeoid
Rhamphocottus richardsoni;Clupeoid
Scorpaenodes sp.;Clupeoid
Sebastes sp.;Clupeoid
Appendicularians;copepod
bryozoa larvae;copepod
calanoid egg;copepod
Centropages typicus - nauplius;copepod
Clausocalanus sp.;copepod
Copepod nauplius;copepod
Copepoda juv.;copepod
egg;copepod
Limacina helicina;copepod
Oithona sp.;copepod
Oncaea sp.;copepod
Pteropod;copepod
Tintinnid;copepod
Unidentified crustacean egg;copepod
Amphipod;Copepod copepodite
brachyura larvae;Copepod copepodite
Calanoid copepodite;Copepod copepodite
Calanoides acutus;Copepod copepodite
Calanus pacificus;Copepod copepodite
Calanus propinquus;Copepod copepodite
Calanus sp.;Copepod copepodite
cladocera;Copepod copepodite
Cladocera;Copepod copepodite
copepod;Copepod copepodite
crab megalope;Copepod copepodite
Cyclopoid copepodite;Copepod copepodite
Decapod zoea;Copepod copepodite
Eucalanus sp.;Copepod copepodite
Euchaeta sp.;Copepod copepodite
Euphausid calyptopis;Copepod copepodite
Heterorhabdus sp.;Copepod copepodite
isopod;Copepod copepodite
Metridia gerlacei;Copepod copepodite
Metridia sp.;Copepod copepodite
Oikopleura;Copepod copepodite
Ostracod;Copepod copepodite
Polychaete;Copepod copepodite
Rhincalanus gigas;Copepod copepodite
Unidentified;Copepod copepodite
Unidentified crustacean;Copepod copepodite
unidentified invert larva;Copepod copepodite
Amphipod;Copepod egg
Appendicularians;Copepod egg
Appendicularians house;Copepod egg
brachyura larvae;Copepod egg
bryozoa larvae;Copepod egg
Calanoid copepodite;Copepod egg
calanoid egg;Copepod egg
Calanus pacificus;Copepod egg
Centropages typicus - copepodite;Copepod egg
Centropages typicus - nauplius;Copepod egg
cladocera;Copepod egg
Cladocera;Copepod egg
Clausocalanus sp.;Copepod egg
Corycaeus sp.;Copepod egg
Ctenocalanus sp.;Copepod egg
Cyclopoid copepodite;Copepod egg
E. superba eggs;Copepod egg
E. superba nauplius;Copepod egg
egg;Copepod egg
Eucalanus sp.;Copepod egg
Euchaeta sp.;Copepod egg
Euphausid calyptopis;Copepod egg
fish eggs;Copepod egg
Harpacticoid;Copepod egg
Heterorhabdus sp.;Copepod egg
Limacina helicina;Copepod egg
Medusa;Copepod egg
Metridia gerlacei;Copepod egg
Metridia sp.;Copepod egg
